,INDICATOR NAME ,Access to electricity (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)",Age dependency ratio (% of working-age population),Agricultural land (% of land area),Agricultural raw materials exports (% of merchandise exports),Agricultural raw materials imports (% of merchandise imports),"Agriculture, value added (% of GDP)",Arable land (% of land area),Average time to clear exports through customs (days),"Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)","Commercial bank branches (per 100,000 adults)",Commercial service exports (current US$),Commercial service imports (current US$),Consumer price index (2005 = 100),Cost of business start-up procedures (% of GNI per capita),Cost to export (US$ per container),Cost to import (US$ per container),CPIA building human resources rating (1=low to 6=high),CPIA business regulatory environment rating (1=low to 6=high),CPIA debt policy rating (1=low to 6=high),CPIA economic management cluster average (1=low to 6=high),CPIA efficiency of revenue mobilization rating (1=low to 6=high),CPIA equity of public resource use rating (1=low to 6=high),CPIA financial sector rating (1=low to 6=high),CPIA fiscal policy rating (1=low to 6=high),CPIA gender equality rating (1=low to 6=high),CPIA macroeconomic management rating (1=low to 6=high),CPIA policies for social inclusion/equity cluster average (1=low to 6=high),CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),CPIA property rights and rule-based governance rating (1=low to 6=high),CPIA public sector management and institutions cluster average (1=low to 6=high),CPIA quality of budgetary and financial management rating (1=low to 6=high),CPIA quality of public administration rating (1=low to 6=high),CPIA social protection rating (1=low to 6=high),CPIA structural policies cluster average (1=low to 6=high),CPIA trade rating (1=low to 6=high),"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",Container port traffic (TEU: 20 foot equivalent units),"Current account balance (BoP, current US$)",Customs and other import duties (% of tax revenue),Customs and other import duties (current LCU),Documents to export (number),Documents to import (number),Employment in agriculture (% of total employment),Employment in industry (% of total employment),Employment in services (% of total employment), Expense (% of GDP),Expense (current LCU),Exports of goods and services (% of GDP),"Exports of goods and services (BoP, current US$)","Fertility rate, total (births per woman)",Firms expected to give gifts in meetings with tax officials (% of firms),Firms with female participation in ownership (% of firms),Fixed broadband Internet subscribers,Fixed broadband Internet subscribers (per 100 people),Food exports (% of merchandise exports),Food imports (% of merchandise imports),"Foreign direct investment, net (BoP, current US$)","Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net inflows (BoP, current US$)","Foreign direct investment, net outflows (% of GDP)",Fuel exports (% of merchandise exports),Fuel imports (% of merchandise imports),GDP (current US$),GDP growth (annual %),GDP per capita (current US$),GDP per capita growth (annual %),GINI index,"Goods exports (BoP, current US$)","Goods imports (BoP, current US$)","Health expenditure, public (% of GDP)","Health expenditure, public (% of government expenditure)",High-technology exports (% of manufactured exports),High-technology exports (current US$),Household final consumption expenditure (annual % growth),Household final consumption expenditure (current US$),ICT goods exports (% of total goods exports),ICT goods imports (% total goods imports),"ICT service exports (% of service exports, BoP)","ICT service exports (BoP, current US$)",Imports of goods and services (% of GDP),Imports of goods and services (annual % growth),"Imports of goods and services (BoP, current US$)",Income share held by highest 10%,"Industry, value added (% of GDP)","Industry, value added (annual % growth)","Industry, value added (current US$)","Inflation, consumer prices (annual %)",Informal payments to public officials (% of firms),"International tourism, expenditures (% of total imports)","International tourism, expenditures (current US$)","International tourism, receipts (% of total exports)","International tourism, receipts (current US$)",Internet users (per 100 people),Labor force with primary education (% of total),Labor force with secondary education (% of total),Labor force with tertiary education (% of total),"Lead time to export, median case (days)","Lead time to import, median case (days)","Life expectancy at birth, total (years)",Liner shipping connectivity index (maximum value in 2004 = 100),"Literacy rate, adult total (% of people ages 15 and above)",Logistics performance index: Ability to track and trace consignments (1=low to 5=high),Logistics performance index: Competence and quality of logistics services (1=low to 5=high),Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),Logistics performance index: Overall (1=low to 5=high),Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),Management time dealing with officials (% of management time),Manufactures exports (% of merchandise exports),Manufactures imports (% of merchandise imports),"Manufacturing, value added (% of GDP)","Manufacturing, value added (annual % growth)","Manufacturing, value added (current US$)",Market Access Overall Trade Restrictiveness Index ,Market Access Overall Trade Restrictiveness Index agriculture,Market Access Overall Trade Restrictiveness Index manufacturing ,Market Access Tariff Trade Restrictiveness Index,Market Access Tariff Trade Restrictiveness Index agriculture,Market Access Tariff Trade Restrictiveness Index manufacturing ,Merchandise exports (current US$),Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports),Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports),Merchandise exports to developing economies in South Asia (% of total merchandise exports),Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports),Merchandise exports to developing economies outside region (% of total merchandise exports),Merchandise exports to developing economies within region (% of total merchandise exports),Merchandise exports to economies in the Arab World (% of total merchandise exports),Merchandise exports to high-income economies (% of total merchandise exports),Merchandise imports (current US$),Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports),Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports),Merchandise imports from developing economies in South Asia (% of total merchandise imports),Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports),Merchandise imports from developing economies outside region (% of total merchandise imports),Merchandise imports from developing economies within region (% of total merchandise imports),Merchandise imports from economies in the Arab World (% of total merchandise imports),Merchandise imports from high-income economies (% of total merchandise imports),Merchandise trade (% of GDP),Military expenditure (% of central government expenditure),Military expenditure (% of GDP),Mineral rents (% of GDP),Mobile cellular subscriptions (per 100 people),"Motor vehicles (per 1,000 people)",Net ODA received (% of central government expense),Net ODA received (% of GNI),Net ODA received (% of imports of goods and services),Net official development assistance received (current US$),New businesses registered (number),"Official exchange rate (LCU per US$, period average)",Overall Trade Restrictiveness Index all products,Overall Trade Restrictiveness index - agricultural,Overall Trade Restrictiveness Index manufacturing ,Population ages 0-14 (% of total),Population ages 65 and above (% of total),Population density (people per sq. km of land area),Population growth (annual %),"Population, total",Poverty headcount ratio at $2 a day (PPP) (% of population),Procedures to enforce a contract (number),Procedures to register property (number),Proportion of seats held by women in national parliaments (%),"Public and publicly guaranteed debt service (% of exports, excluding workers' remittances)",Public and publicly guaranteed debt service (% of GNI),"Public spending on education, total (% of GDP)","Public spending on education, total (% of government expenditure)",Pump price for diesel fuel (US$ per liter),Pump price for gasoline (US$ per liter),"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",Rail lines (total route-km),Ratio of girls to boys in primary and secondary education (%),"Revenue, excluding grants (% of GDP)","Roads, paved (% of total roads)",Rural population,Rural population (% of total population),Rural population growth (annual %),"School enrollment, primary (% gross)","School enrollment, secondary (% gross)","School enrollment, tertiary (% gross)","Service exports (BoP, current US$)","Service imports (BoP, current US$)","Services, etc., value added (% of GDP)","Services, etc., value added (annual % growth)","Services, etc., value added (current US$)",Start-up procedures to register a business (number),Tariff Trade Restrictiveness Index all products,Tariff Trade Restrictiveness Index agriculture,Tariff Trade Restrictiveness Index manufacturing ,Tax revenue (% of GDP),Tax revenue (current LCU),Taxes on exports (% of tax revenue),Taxes on exports (current LCU),Taxes on international trade (% of revenue),Taxes on international trade (current LCU),Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),Telephone lines (per 100 people),Time required to obtain an operating license (days),Time required to register property (days),Time required to start a business (days),Time to export (days),Time to import (days),Time to prepare and pay taxes (hours),Time to resolve insolvency (years),Total tax rate (% of commercial profits),Trade (% of GDP),Trade in services (% of GDP),"Unemployment, total (% of total labor force)",Urban population,Urban population (% of total),Urban population growth (annual %),Wholesale price index (2005 = 100),"Workers' remittances, receipts (BoP, current US$)"
East and Central Africa,South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,3.85,,,,,,,,,,,,,,,,,45.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.61,"10,314,021.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,Spain,,11.51,47.55,55.49,1.12,1.26,2.71,25.05,,4.5,38.3,"141,182,000,634.31","94,141,492,264.09",116,4.7,"1,221.00","1,221.00",,,,,,,,,,,,,,,,,,,,,12607854.32,"-52,280,935,688.62",,,6,7,4.3,23.1,72.6,30.53,"324,381,000,000.00",30.11,"451,744,768,382.19",1.39,,,"10,534,492.00",22.86,15.14,10.42,"-9,279,296,801.45",1.72,"25,638,820,276.72",2.34,4.93,18.48,"1,490,809,722,222.22",0.71,"32,244.18",0.35,,"309,615,259,692.26","364,862,343,353.21",6.99,15.22,6.36,"11,290,317,379.00",0.77,"816,468,421,052.63",2.19,6.68,6.33,"8,997,410,363.36",30.71,8.89,"459,393,755,975.04",,25.96,-1.89,"328,430,263,157.90",3.2,,5.59,"22,800,000,000.00",15.44,"58,810,000,000.00",65.81,43.3,23.7,33.1,4,7.07,81.63,76.58,97.68,3.96,3.62,3.11,3.47,4.12,3.63,3.58,,72.54,65.33,12.76,-13.46,"172,433,433,401.45",,,,,,,"297,418,200,000.00",4.9,4.48,0.67,1.36,17.45,,5.65,79.25,"362,109,033,600.00",5.01,6.89,1.32,3.32,29.71,,7.7,70.23,40.48,3.57,1.1,0.02,111.99,596,,,,,"79,757.00",,,,,15.1,17.13,92.36,0.36,"46,235,000.00",,39,5,36.6,,,4.98,10.84,1.47,1.56,5.8,"15,317.00",100.81,24.95,,"10,412,039.45",22.6,-0.26,105.55,124.72,73.24,"142,129,508,689.93","94,531,412,621.83",71.33,0.84,"902,530,263,157.90",10,,,,11.17,"118,680,000,000.00",,,,,,43.85,,13,28,9,10,187,1.5,38.7,60.82,15.87,20.1,"35,658,931.55",77.4,0.53,123.9,"7,943,654,688.72"
South Asia,Sri Lanka,76.6,22.68,49.94,41.62,3.95,1.45,13.69,19.14,,4.4,,"2,448,100,000.00","3,083,770,000.00",183.2,4.7,715,745,4.5,4,3.5,3.17,3.5,3.5,4,3,4,3,3.6,2.5,3.5,3.4,4,3,3.5,4,4,3,4080000,"-1,418,400,000.00",10.9,"63,844,000,000.00",6,6,32.6,25.1,39.6,19.21,"847,371,000,000.00",24.12,"10,775,900,000.00",2.31,,,"228,316.00",1.09,26.89,15.35,"435,512,000.00",0.96,"478,212,000.00",0.09,0.16,16.81,"59,172,135,298.91",8.25,"2,835.41",7.13,40.26,"8,307,100,000.00","12,160,530,000.00",1.79,5.77,1.03,"56,678,418.00",,"32,590,995,931.36",0.46,2.95,14.12,"348,500,000.00",36.18,32.58,"15,282,400,000.00",32.94,27.82,5,"16,459,342,955.14",6.72,,5.42,"828,000,000.00",9.69,"1,044,000,000.00",12.12,67.1,16.2,16.8,1.32,2.45,74.72,41.13,90.56,2.23,2.09,2.48,1.96,2.98,2.29,1.88,,66.53,64.53,17.18,6,"10,166,318,912.73",0.184687,0.237678,0.1693804,0.0422589,0.0428814,0.0420792,"10,250,000,000.00",2.22,3.47,7.43,0.68,16.39,7.43,7.63,65.51,"19,950,000,000.00",1.29,6.73,25.67,0.33,32.27,25.67,4.17,39.84,44.41,19.32,2.78,0.01,83.22,47,9.35,1.18,3.58,"579,820,000.00","4,223.00",110.57,0.0742395,0.1816505,0.0544983,24.89,8.41,329.34,1.04,"20,869,000.00",29.13,40,8,5.8,10.92,2.48,2.06,8.08,0.66,1.19,4.9,"1,463.00",,14.86,,"17,534,397.00",84.9,0.99,98.76,,15.46,"2,468,800,000.00","3,121,870,000.00",58.49,10.48,"34,611,530,211.18",4,0.0719068,0.1816505,0.0517368,13.28,"585,621,000,000.00",0.01,"33,000,000.00",14.31,"98,234,000,000.00",,17.15,,83,35,21,19,256,1.7,105.2,60.3,11.28,4.9,"3,118,603.00",15.1,0.99,184.86,"4,116,100,000.00"
Caribbean,St. Kitts and Nevis,,,,19.23,0.01,1.67,1.72,15.38,,,48.39,"124,646,176.30","95,223,110.37",129.72,11.5,850,"2,138.00",,,,,,,,,,,,,,,,,,,,,0,"-114,590,864.07",15.66,"48,500,000.00",5,5,,,,29.83,"524,950,000.00",26.2,"208,962,160.00",,,,"14,600.00",27.86,9.6,17.75,"120,368,527.04",17.88,"120,368,527.04",,0,8.07,"708,955,238.41",-0.09,"13,363.65",-1.31,,"78,763,030.37","235,881,930.37",3.57,8.2,0.45,"172,089.00",,"525,610,221.11",26.5,4.47,,,43.15,,"335,331,008.89",,16.43,-21.35,"94,065,618.52",5.93,,2.98,"10,000,000.00",39.24,"82,000,000.00",76,,,,,,,2.843700606,,,,,,,,,,88.55,71.62,5.53,-15,"31,674,400.00",0.0153984,0.262287,0.009466,0.0069498,0.0199093,0.0066384,"60,000,000.00",9.57,,,,,9.57,,79.77,"270,000,000.00",9.6,0,0.26,,,9.6,,85.34,51.25,,,0,152.67,,5.87,1.79,3.03,"11,420,000.00",,2.7,0.1557126,0.1568549,0.1554911,,,201.55,1.23,"53,051.00",,47,6,6.7,20.66,7,4.46,10.73,,,,,99.82,28.86,,"35,423.75",67.6,1.19,93.46,97.49,18.22,"130,199,129.63","99,449,078.52",81.85,-0.1,"468,544,807.41",7,0.1557126,0.1568549,0.1554911,17.6,"309,630,000.00",,,27.88,"156,610,000.00",,37.78,,81,19,11,12,203,,52.7,69.35,34.11,,"16,978.25",32.4,1.37,,"46,809,804.44"
Caribbean,St. Lucia,,58.18,47.49,18.03,0.27,1.46,3.24,4.92,,,9.46,"387,765,313.27","198,360,223.93",117.95,24.4,"1,700.00","2,745.00",4,4.5,3,3.5,4.5,3.5,3.5,3.5,3.5,4,3.6,3.5,4,4,3.5,3.5,3.5,4,4,4.5,52479,"-174,640,321.16",,,5,8,,,,,,47.21,"628,954,945.93",1.98,,,"20,180.00",11.58,59.79,21.13,"109,989,315.68",9.17,"109,989,315.68",,0.02,25.93,"1,232,180,088.57",0.7,"7,001.02",-0.44,,"238,887,929.64","574,806,424.30",5.36,12.82,16.88,"3,965,900.00",,"762,138,258.15",4.23,3.85,,,60.33,,"777,775,711.19",,16.57,7.71,"168,991,858.15",2.77,,6.17,"48,000,000.00",52.31,"329,000,000.00",40.06,,,,,,74.44,3.772609251,,,,,,,,,,34.28,50.66,3.92,-3.99,"40,004,931.85",0.0977314,0.5387794,0.0020342,0.0036604,0.0125231,0.0017374,"220,000,000.00",51.57,0,2.51,0.08,2.94,51.57,0,44.95,"660,000,000.00",79.41,0.02,0.07,0.02,1.61,79.41,0.04,18.97,59.22,,,0,114.19,,,3.55,4.92,"41,150,000.00",,2.7,,,,25.43,6.77,285.25,1.14,"176,000.00",,47,8,11.1,6.05,3.38,4.42,10.88,,,,,97.33,,,"125,280.00",72,0.83,94.3,96.12,11.31,"390,067,016.29","202,969,286.89",80.19,7.49,"817,757,468.05",5,,,,,,,,,,,21.49,,17,15,14,18,92,2,34.4,107.54,49.46,14,"48,720.00",28,1.23,,"28,629,055.52"
Caribbean,St. Vincent and the Grenadines,,56.06,48.94,25.64,0.03,1.87,6.88,12.82,,,10.02,"136,574,413.70","85,602,757.04",128.46,22.3,"1,075.00","1,605.00",4,4,3.5,3.67,4,3.5,3.5,3.5,4,4,3.7,3.5,4,3.8,3.5,3.5,3.5,4,4.5,4,16887.52,"-213,031,117.04",11.43,"48,155,447.00",5,4,,,,27.4,"521,405,761.00",26.54,"183,578,817.04",2.06,,,"12,502.00",11.43,82.34,22.16,"102,939,960.74",15.26,"102,939,960.74",,0,21.92,"687,993,692.73",0.04,"6,290.80",0.01,,"45,004,155.19","297,716,849.26",3.2,7.77,0.16,"8,506.00",,"608,179,420.00",1.35,3.67,6.12,"8,508,537.41",57.48,,"389,148,867.78",,19.21,-4.54,"108,448,428.89",3.95,,3.6,"14,000,000.00",47.39,"87,000,000.00",69.59,,,,,,72.11,3.723894991,,,,,,,,,,15.71,53.33,5.19,-2.5,"29,282,201.85",0.0714768,0.241306,0.0455735,0.0215483,0.0119947,0.0230055,"38,000,000.00",21.43,0,0,0.21,5.54,21.43,0,72.86,"390,000,000.00",3.71,0.01,0.09,0.1,15.47,3.71,0.02,80.75,62.39,,,0,120.54,204,8.73,2.56,4.02,"16,850,000.00",,2.7,,,,26.1,6.76,280.34,0.03,"109,365.00",,45,7,17.4,16.1,4.81,4.92,10.24,,,,,97.06,25.75,,"57,071.83",52.2,-0.67,105.07,107.49,,"138,574,661.85","91,432,018.52",73.91,0.04,"417,319,087.30",7,,,,22.15,"421,473,672.00",,,34.43,"178,428,024.00",,19.85,,38,10,12,12,111,,38.7,84.02,34.09,,"52,261.17",47.8,0.86,,"22,637,111.11"
North Africa ,Sudan,35.9,56.53,76.7,57.55,1.39,1.08,27.25,8.48,,,,"223,887,433.48","2,195,108,562.64",166.31,31.4,"2,050.00","2,900.00",2.5,2.5,1.5,2.33,3,2.5,2.5,2.5,2.5,3,2.4,2,2,2.2,2.5,2,2.5,2.5,2.5,1.5,439100,"156,839,017.80",,,7,7,,,,,,23.21,"11,658,034,095.91",4.4,,,"164,500.00",0.38,5.56,14.93,"2,063,730,997.66",3.08,"2,063,730,997.66",0.15,92.1,4.03,"55,097,394,769.12",-4.9,"1,234.47",-7.2,35.29,"11,404,280,000.00","8,839,398,065.86",2.01,9.76,29.37,"9,624,127.00",-0.62,"37,098,923,839.89",0.03,3.33,25.84,"65,576,208.57",21.08,0.3,"11,160,756,368.94",26.72,39.77,9.44,"20,512,364,498.98",12.99,,10,"1,116,000,000.00",0.81,"94,000,000.00",10.16,,,,39,5,61.11,9.33,,2.02,2.15,2.11,2.02,3.09,2.21,1.78,,0.42,77.84,6.71,8,"3,460,178,023.82",0.021095,0.2841746,0.0018436,0.0100081,0.1255973,0.0015496,"9,250,000,000.00",0.01,1.38,6.76,1.62,78.57,1.62,5.66,19.68,"8,900,000,000.00",1.23,9.93,7.18,7.37,49.6,7.37,24.33,39.16,32.07,,,0.05,40.54,27,,3.44,15.07,"2,075,530,000.00",,2.67,0.4413868,0.4425158,0.4412301,39.79,3.61,18.33,2.1,"34,318,385.00",44.14,53,6,25.6,4.08,0.8,,,0.43,0.62,,"4,508.00",89.5,,,"18,414,793.08",54.8,0.31,72.68,38.98,,"253,754,095.91","2,321,358,303.08",32.98,51.99,"17,012,283,356.13",10,0.1748522,0.1502769,0.1782613,,,,,,,,0.86,,9,36,32,46,180,2,36.1,44.29,3.84,,"15,188,843.92",45.2,3.87,,"1,290,912,516.64"
South and Central America,Suriname,,36.75,53.12,0.52,0.49,0.09,10.91,0.37,,3.4,,"191,470,373.39","552,635,836.47",170.77,115,995,"1,065.00",,,,,,,,,,,,,,,,,,,,,0,"251,110,246.18",,,8,6,,,,,,,"2,667,513,984.11",2.34,,,"15,672.00",2.99,2.38,15.17,"72,895,402.67",-5.88,"69,791,323.20",,13.02,18.95,"4,350,523,599.94",4.1,"8,292.46",3.16,,"2,466,688,881.85","1,679,077,911.47",3.72,11.89,12.14,"4,708,574.00",,,0.08,3.01,3.37,"6,766,790.02",,,"2,241,596,122.67",,37.82,7.92,"1,527,636,970.71",17.71,,2.47,"41,000,000.00",2.97,"69,000,000.00",31.59,,,,,,70.34,4.16,94.62,,,,,,,,,1.91,63.62,22.7,6.39,"916,800,728.49",0.0332089,0.267682,0.002871,0.0044343,0.030389,0.0010761,"2,200,000,000.00",9.15,0,0.02,0.18,1,9.15,13.38,89.85,"1,650,000,000.00",36.83,0.36,0.1,0.65,2.96,36.83,25.77,60.2,80.71,,,8.34,169.64,282,,2.44,5.81,"103,660,000.00",142,3.27,,,,28.17,6.53,3.36,0.91,"529,419.00",,44,6,9.8,,,,,1.12,1.14,4.5,,105.43,,,"128,011.18",24.4,-0.47,113.37,74.83,,"200,825,102.26","562,518,211.20",51.27,2.25,"2,070,723,933.83",13,,,,,,,,,,,16.19,,197,694,25,25,199,5,27.9,,11.5,,"396,624.82",75.6,1.37,,"3,893,784.53"
Southern Africa,Swaziland,,74.3,70.35,71.05,7.14,0.97,7.85,10.17,,3.4,5.7,"250,286,087.45","650,383,231.82",152.77,29.2,"1,855.00","2,030.00",,,,,,,,,,,,,,,,,,,,,0,"-388,309,494.66",,,9,9,,,,,,56.3,"2,062,825,042.07",3.36,,,"1,626.00",0.14,21.13,20.54,"131,753,961.99",3.67,"135,660,413.69",0.11,1.26,13.78,"3,977,754,360.29",1.3,"3,725.28",0.14,51.49,"1,805,354,361.63","1,955,220,054.24",3.98,10.12,0.12,"876,591.00",8.71,"3,308,989,502.21",0.06,3.03,8.97,"23,083,578.25",70.34,2.07,"2,624,835,048.30",40.12,45.85,-1.9,"1,363,439,760.05",6.11,,3.31,"87,000,000.00",2.49,"51,400,000.00",9.01,,,,,,48.34,0,86.93,,,,,,,,,69.78,62.57,41.1,-1.9,"1,222,389,854.60",0.3156946,0.6495544,0.1543531,0.1173599,0.2464376,0.0549816,"2,000,000,000.00",,,,,,,,,"2,000,000,000.00",,,,,,,,,87.89,,3.35,0,61.78,89,,2.63,2.99,"91,450,000.00",,7.26,0.0187553,0.0092048,0.0211925,37.89,3.41,61.37,1.16,"1,067,773.00",60.4,40,9,13.6,1.75,1.15,7.43,15.95,1.1,1.07,4.2,300,94.03,,,"786,351.97",74.5,0.77,115.83,58.11,,"257,470,680.44","669,614,994.06",46.3,6.18,"1,376,914,768.67",12,0.0187553,0.0092048,0.0211925,,,,,,,22.6,3.71,,21,56,18,27,104,2,36.8,126.64,25.07,,"269,154.03",25.5,2.25,,"1,871,272.32"
Europe,Sweden,,6.31,54.2,7.5,4.09,1.36,1.83,6.42,,5.8,,"74,688,386,811.51","53,879,538,747.12",111.06,0.6,697,735,,,,,,,,,,,,,,,,,,,,,1390504,"38,285,519,564.94",,,3,3,2.1,19.9,77.7,,,50.12,"263,796,774,499.64",1.98,,,"2,987,008.00",31.85,4.72,8.75,"-15,621,268,858.26",2.28,"12,282,379,502.66",5.19,6.88,13.46,"538,131,124,807.40",3.92,"56,927.02",3.09,,"189,108,387,688.13","176,137,989,143.63",7.81,14.81,13.93,"16,132,910,782.00",2.01,"222,588,349,514.56",9.79,11.3,15.02,"11,214,820,908.44",43.9,6.3,"230,017,527,890.76",,26.39,14.08,"106,437,031,900.14",2.96,,7.56,"14,878,000,000.00",5.92,"13,316,000,000.00",90.01,18.2,49.2,32.3,1,2.6,81.45,30.02,,4.22,4.22,3.83,3.88,4.32,4.08,4.03,,73.62,68.99,16.27,15.64,"65,612,898,751.73",,,,,,,"187,129,204,800.00",2.36,1.99,1.49,1.52,15.67,,3.19,83.48,"175,229,971,200.00",1.46,0.24,0.82,0.41,16.03,,0.41,83.94,66.46,3.73,1.22,0.7,116.05,519,,,,,"24,228.00",6.49,,,,16.58,18.57,22.85,0.8,"9,453,000.00",,30,1,45,,,7.29,13.24,1.82,1.87,6,"9,957.00",99.16,34.76,24.36,"1,434,853.28",15.3,0.33,101.36,99.21,73.77,"74,688,386,811.51","53,879,538,747.12",71.77,3.97,"289,418,585,298.20",3,,,,21.63,"669,219,000,000.00",,,,,,52.49,,7,15,8,6,122,2,52.8,94.02,23.89,8.4,"7,943,272.72",84.7,0.95,118.98,"159,650,726.78"
Europe,Switzerland,,4.19,47.28,38.13,0.33,1.02,1.12,10.18,,5.1,52.81,"94,273,639,886.05","46,856,564,782.64",104.73,2.1,"1,537.00","1,540.00",,,,,,,,,,,,,,,,,,,,,99048,"74,064,161,569.47",10.53,"6,239,041,177.00",4,5,3.3,21.1,70.9,16.99,"92,619,262,104.18",53.55,"418,694,974,828.26",1.5,,,"2,908,119.00",37.94,3.76,5.83,"-67,593,854,897.91",0.42,"2,678,702,744.83",11.06,2.91,7.52,"635,650,112,359.55",2.1,"80,390.81",1.06,,"322,029,486,601.46","317,539,033,479.32",6.74,19.9,24.84,"42,819,817,958.00",1.71,"306,763,673,421.15",1.64,5.88,,,42.21,7.32,"364,600,141,907.30",,27.12,5.91,"135,482,647,855.77",0.23,,4.66,"13,317,000,000.00",5.22,"17,847,000,000.00",82.17,17,49.7,32.9,2.61,2.62,82.25,1.85,,4.27,4.32,3.32,3.73,4.2,3.97,4.17,,88.62,81.35,19.21,6.85,"95,948,590,314.42",0.0413477,0.2689103,0.0318533,0.0164675,0.0770563,0.0139396,"234,721,017,465.15",2.82,1.85,1.51,0.79,15.75,,4.09,84.23,"207,773,917,152.06",1.16,0.6,0.72,0.75,11.45,,1.24,88.54,70.14,4.79,0.87,0,124.3,563,,,,,"25,250.00",0.89,0.035908,0.3443952,0.0078586,15.09,17.01,195.65,1.03,"7,907,000.00",,32,4,29,,,5.36,16.67,1.77,1.66,5.2,"3,543.00",98.24,18.33,100,"2,066,104.39",26.4,0.83,102.67,95.4,54.82,"96,665,488,226.80","47,061,108,427.98",71.75,1.7,"358,448,548,058.65",6,0.017099,0.1956322,0.0008657,10.88,"59,275,060,806.53",,,6.23,"6,239,041,177.00",,57.12,,16,18,8,9,63,3,30.1,95.77,22.61,4.2,"5,760,048.61",73.6,1.14,104.53,"388,323,916.01"
Middle East,Syrian Arab Republic,92.7,39.03,67.29,75.74,1.12,2.66,22.93,25.43,5.14,2.9,3.76,"7,040,371,020.10","3,376,861,711.99",148.94,17.1,"1,190.00","1,625.00",,,,,,,,,,,,,,,,,,,,,649005,"-367,388,473.02",,,8,9,14.9,32.2,52.8,,,35.33,"19,605,790,972.87",2.93,60.99,14.4,"67,564.00",0.33,21.95,14.02,"1,469,196,863.48",2.48,"1,469,196,863.48",,38.58,31.45,"59,147,033,451.85",3.2,"2,892.76",1.14,,"12,272,749,952.77","15,935,634,976.06",0.91,5.58,1.81,"85,804,121.00",,"42,738,739,312.43",0.01,1.06,1.92,"141,100,898.94",35.76,7.53,"19,408,796,113.51",,30.6,,"17,749,633,019.25",4.75,83.83,8.23,"1,598,000,000.00",32.17,"6,308,000,000.00",20.66,54.7,19.8,7.6,2.45,3.16,75.7,16.77,84.19,2.63,2.59,2.87,2.37,3.45,2.74,2.45,12.23,33.02,46.56,,,,0.0697415,0.1811068,0.0457796,0.010973,0.029735,0.006936,"10,700,000,000.00",0.38,49.48,0.69,0.49,6.58,49.48,61.37,43.94,"16,400,000,000.00",3.55,18.42,2.58,0.52,35.66,18.42,32.71,45.93,51.4,,3.94,0.18,57.81,63,,0.24,0.64,"135,000,000.00",,11.23,0.0665417,0.076741,0.0637933,36.23,4,111.35,1.81,"20,820,311.00",,55,4,12.4,3.05,1.06,4.87,16.72,0.45,0.96,3.4,"2,139.00",99.14,,90.25,"9,221,420.66",45.1,1.27,117.82,72.39,,"7,333,041,020.10","3,473,161,137.46",46.47,,"24,802,254,061.76",7,0.0665417,0.076741,0.0637933,,,,,,,,19.94,169.22,19,13,15,21,336,4.1,39.7,71.08,18.27,8.4,"11,225,188.34",54.9,2.64,145,"1,422,698,750.00"
